Control_ID,Control_Statement,TR_ID,Technical_Requirement
AC-CS-16,Security requirements for [INSERT USER TYPE] and credentials are enforced.,AC-TR-4500,"For The Company systems deployed in its FedRAMP boundaries, The Company systems accept FICAM-approved consumer credentials where appropriate."
AC-CS-17,Consumers are properly identified before a [INSERT USER TYPE] is created.,AC-TR-4000,Consumers must be identified based on information additional to the customer's name and social security number prior to the account being created or granted access to personal information.
AC-CS-2,Organizational Users are only provisioned with system and application access when an approved request has been documented.,AC-TR-100,Access is assigned on a least-privileged basis and uses role-based access rights when available.
AC-CS-2,Organizational Users are only provisioned with system and application access when an approved request has been documented.,AC-TR-200,Separation of duties is considered prior to approving and granted access.
AC-CS-2,Organizational Users are only provisioned with system and application access when an approved request has been documented.,AC-TR-300,"Logs are generated and retained when an account's access to a system or application is created or removed, and when an account is disabled or deleted."
AC-CS-2,Organizational Users are only provisioned with system and application access when an approved request has been documented.,AC-TR-210,The Company designs system access entitlements to support separation of duties.
AC-CS-2,Organizational Users are only provisioned with system and application access when an approved request has been documented.,AC-TR-310,"Retains documentation and notifies upon account creation, modification, enabling, disabling, and removal actions according to Corporate Retention Requirements"
AC-CS-3,Privileged accounts for Organizational Users are provisioned when an approved request has been documented.,AC-TR-1700,Organizational privileged accounts are used only when required to perform a privileged function. All other actions should use a non-privileged account.
AC-CS-3,Privileged accounts for Organizational Users are provisioned when an approved request has been documented.,AC-TR-1600,Organizational privileged accounts are only shared when the account is managed by an approved Privileged Access Management (PAM) system.
AC-CS-3,Privileged accounts for Organizational Users are provisioned when an approved request has been documented.,AC-TR-1800,"Privileged account passwords to The Company systems are stored within The Company-approved password vault or managed using The Company-approved privileged access management (PAM) system, or similar."
AC-CS-3,Privileged accounts for Organizational Users are provisioned when an approved request has been documented.,AC-TR-1500,"Organizational privileged users are assigned unique privileged accounts. Non-privileged users are prevented from executing privileged functions to include disabling, circumventing, or altering implemented security safeguards/countermeasures."
AC-CS-3,Privileged accounts for Organizational Users are provisioned when an approved request has been documented.,AC-TR-300,"Logs are generated and retained when an account's access to a system or application is created or removed, and when an account is disabled or deleted."
